id,case_id,rater_id,fold,rating,error-rating,q_ir,ai_probability_class_1,ai_predicted_class,rater_ai_disagreement,rating-confidence,case-difficulty,rater-expertise,d_probability_weighted,threshold_youden,d_probability_unweighted,TARGET,q_pred,d_pred_w,d_pred_u,ai_correct,rater_correct,q_correct,d_correct_w
232-6,232,6,2,1,0,0.2222864031791687,0.7777135968208313,1,0,3,4,2,0.05823736,0.4492360949516296,0.021869987,1,0,0,0,1,1,1,1
232-7,232,7,2,1,0,0.2222864031791687,0.7777135968208313,1,0,3,3,2,0.099108234,0.4492360949516296,0.040999122,1,0,0,0,1,1,1,1
232-8,232,8,2,1,0,0.2222864031791687,0.7777135968208313,1,0,3,3,2,0.3422398,0.4492360949516296,0.120754994,1,0,0,0,1,1,1,1
232-9,232,9,2,1,0,0.2222864031791687,0.7777135968208313,1,0,4,4,4,0.32750297,0.4492360949516296,0.1254606,1,0,0,0,1,1,1,1
232-10,232,10,2,1,0,0.2222864031791687,0.7777135968208313,1,0,3,3,4,0.03922313,0.4492360949516296,0.014976482,1,0,0,0,1,1,1,1
232-11,232,11,2,1,0,0.2222864031791687,0.7777135968208313,1,0,4,3,4,0.03508147,0.4492360949516296,0.013079054,1,0,0,0,1,1,1,1
232-12,232,12,2,1,0,0.2222864031791687,0.7777135968208313,1,0,4,4,4,0.12109932,0.4492360949516296,0.038920384,1,0,0,0,1,1,1,1
233-0,233,0,5,1,0,0.9064502716064454,0.0935497283935546,0,1,5,3,4,0.14094213,0.372329980134964,0.07826064,1,1,0,0,0,1,0,1
233-1,233,1,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,3,4,0.43129453,0.372329980134964,0.21444935,1,1,0,0,0,1,0,1
233-2,233,2,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,3,4,0.12858592,0.372329980134964,0.07222919,1,1,0,0,0,1,0,1
233-3,233,3,5,1,0,0.9064502716064454,0.0935497283935546,0,1,3,3,4,0.47178006,0.372329980134964,0.3446022,1,1,0,0,0,1,0,1
233-4,233,4,5,1,0,0.9064502716064454,0.0935497283935546,0,1,5,4,3,0.1708136,0.372329980134964,0.1113838,1,1,0,0,0,1,0,1
233-5,233,5,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,3,3,0.016254846,0.372329980134964,0.019821437,1,1,0,0,0,1,0,1
233-6,233,6,5,1,0,0.9064502716064454,0.0935497283935546,0,1,5,2,2,0.41629723,0.372329980134964,0.2509618,1,1,0,0,0,1,0,1
233-7,233,7,5,1,0,0.9064502716064454,0.0935497283935546,0,1,3,3,2,0.4636432,0.372329980134964,0.21045093,1,1,0,0,0,1,0,1
233-8,233,8,5,1,0,0.9064502716064454,0.0935497283935546,0,1,3,3,2,0.2330017,0.372329980134964,0.088930435,1,1,0,0,0,1,0,1
233-9,233,9,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,4,4,0.43980742,0.372329980134964,0.22095126,1,1,0,0,0,1,0,1
233-10,233,10,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,2,4,0.01323298,0.372329980134964,0.017821541,1,1,0,0,0,1,0,1
233-11,233,11,5,1,0,0.9064502716064454,0.0935497283935546,0,1,4,3,4,0.12858592,0.372329980134964,0.07222919,1,1,0,0,0,1,0,1
233-12,233,12,5,1,0,0.9064502716064454,0.0935497283935546,0,1,5,3,4,0.24237566,0.372329980134964,0.11316495,1,1,0,0,0,1,0,1
234-0,234,0,3,0,0,0.0404616147279739,0.0404616147279739,0,0,4,3,4,0.14538637,0.4455930888652801,0.07215903,0,0,0,0,1,1,1,1
234-1,234,1,3,0,0,0.0404616147279739,0.0404616147279739,0,0,4,2,4,0.10936814,0.4455930888652801,0.045825347,0,0,0,0,1,1,1,1
234-2,234,2,3,0,0,0.0404616147279739,0.0404616147279739,0,0,4,3,4,0.032327995,0.4455930888652801,0.016437164,0,0,0,0,1,1,1,1
234-3,234,3,3,0,0,0.0404616147279739,0.0404616147279739,0,0,3,2,4,0.4246116,0.4455930888652801,0.16625707,0,0,0,0,1,1,1,1
234-4,234,4,3,0,0,0.0404616147279739,0.0404616147279739,0,0,5,2,3,0.03669154,0.4455930888652801,0.01484907,0,0,0,0,1,1,1,1
234-5,234,5,3,0,0,0.0404616147279739,0.0404616147279739,0,0,5,2,3,0.122607626,0.4455930888652801,0.059462853,0,0,0,0,1,1,1,1
234-6,234,6,3,0,0,0.0404616147279739,0.0404616147279739,0,0,5,3,2,0.027556377,0.4455930888652801,0.012487847,0,0,0,0,1,1,1,1
234-7,234,7,3,0,0,0.0404616147279739,0.0404616147279739,0,0,2,3,2,0.12598354,0.4455930888652801,0.05860088,0,0,0,0,1,1,1,1
234-8,234,8,3,0,0,0.0404616147279739,0.0404616147279739,0,0,3,3,2,0.033464972,0.4455930888652801,0.023609817,0,0,0,0,1,1,1,1
234-9,234,9,3,0,0,0.0404616147279739,0.0404616147279739,0,0,5,2,4,0.14945708,0.4455930888652801,0.05648222,0,0,0,0,1,1,1,1
234-10,234,10,3,0,0,0.0404616147279739,0.0404616147279739,0,0,4,2,4,0.040197052,0.4455930888652801,0.01784827,0,0,0,0,1,1,1,1
234-11,234,11,3,1,1,0.959538385272026,0.0404616147279739,0,1,4,3,4,0.066133216,0.4455930888652801,0.059606306,0,1,0,0,1,0,1,0
234-12,234,12,3,0,0,0.0404616147279739,0.0404616147279739,0,0,4,3,4,0.10111602,0.4455930888652801,0.045116875,0,0,0,0,1,1,1,1
235-0,235,0,3,1,0,0.5093517005443573,0.4906482994556427,0,1,4,2,4,0.20303258,0.4455930888652801,0.100531295,1,1,0,0,0,1,0,1
235-1,235,1,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,3,4,0.093980454,0.4455930888652801,0.04397665,1,1,0,0,0,1,0,1
235-2,235,2,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,2,4,0.02287443,0.4455930888652801,0.0141630815,1,1,0,0,0,1,0,1
235-3,235,3,3,1,0,0.5093517005443573,0.4906482994556427,0,1,4,4,4,0.4599419,0.4455930888652801,0.19966285,1,1,0,0,0,1,0,1
235-4,235,4,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,3,3,0.048760794,0.4455930888652801,0.021943381,1,1,0,0,0,1,0,1
235-5,235,5,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,2,3,0.1342052,0.4455930888652801,0.078336515,1,1,0,0,0,1,0,1
235-6,235,6,3,1,0,0.5093517005443573,0.4906482994556427,0,1,4,3,2,0.034069937,0.4455930888652801,0.018492883,1,1,0,0,0,1,0,1
235-7,235,7,3,1,0,0.5093517005443573,0.4906482994556427,0,1,3,3,2,0.1456464,0.4455930888652801,0.073800646,1,1,0,0,0,1,0,1
235-8,235,8,3,1,0,0.5093517005443573,0.4906482994556427,0,1,3,3,2,0.0409036,0.4455930888652801,0.034641616,1,1,0,0,0,1,0,1
235-9,235,9,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,4,4,0.17814407,0.4455930888652801,0.07762259,1,1,0,0,0,1,0,1
235-10,235,10,3,1,0,0.5093517005443573,0.4906482994556427,0,1,4,3,4,0.029503355,0.4455930888652801,0.02179692,1,1,0,0,0,1,0,1
235-11,235,11,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,2,4,0.032926466,0.4455930888652801,0.03227946,1,1,0,0,0,1,0,1
235-12,235,12,3,1,0,0.5093517005443573,0.4906482994556427,0,1,5,4,4,0.10696428,0.4455930888652801,0.04728451,1,1,0,0,0,1,0,1
236-0,236,0,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,3,4,0.14020173,0.4455930888652801,0.06894467,1,0,0,0,0,0,0,0
236-1,236,1,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,2,4,0.10530965,0.4455930888652801,0.04372876,1,0,0,0,0,0,0,0
236-2,236,2,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,3,4,0.03102876,0.4455930888652801,0.015752215,1,0,0,0,0,0,0,0
236-3,236,3,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,2,4,0.36475983,0.4455930888652801,0.14333364,1,0,0,0,0,0,0,0
236-4,236,4,3,0,1,0.2143891900777816,0.2143891900777816,0,0,5,2,3,0.035223313,0.4455930888652801,0.014107756,1,0,0,0,0,0,0,0
236-5,236,5,3,0,1,0.2143891900777816,0.2143891900777816,0,0,5,2,3,0.11812303,0.4455930888652801,0.056622207,1,0,0,0,0,0,0,0
236-6,236,6,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,3,2,0.028270334,0.4455930888652801,0.013722327,1,0,0,0,0,0,0,0
236-7,236,7,3,0,1,0.2143891900777816,0.2143891900777816,0,0,3,3,2,0.10236038,0.4455930888652801,0.04111474,1,0,0,0,0,0,0,0
236-8,236,8,3,0,1,0.2143891900777816,0.2143891900777816,0,0,3,3,2,0.031139327,0.4455930888652801,0.021236952,1,0,0,0,0,0,0,0
236-9,236,9,3,0,1,0.2143891900777816,0.2143891900777816,0,0,5,3,4,0.14263335,0.4455930888652801,0.055230603,1,0,0,0,0,0,0,0
236-10,236,10,3,0,1,0.2143891900777816,0.2143891900777816,0,0,3,3,4,0.046692252,0.4455930888652801,0.018996106,1,0,0,0,0,0,0,0
236-11,236,11,3,0,1,0.2143891900777816,0.2143891900777816,0,0,5,2,4,0.026439562,0.4455930888652801,0.023122484,1,0,0,0,0,0,0,0
236-12,236,12,3,0,1,0.2143891900777816,0.2143891900777816,0,0,4,2,4,0.097330324,0.4455930888652801,0.042822946,1,0,0,0,0,0,0,0
237-0,237,0,1,0,0,0.5846384763717651,0.5846384763717651,1,1,4,3,4,0.46686277,0.486357569694519,0.25706774,0,1,0,0,0,1,0,1
237-1,237,1,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,1,4,0.3703307,0.486357569694519,0.18502347,0,1,0,0,0,1,0,1
237-2,237,2,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,2,4,0.24849297,0.486357569694519,0.12726846,0,1,0,0,0,1,0,1
237-3,237,3,1,0,0,0.5846384763717651,0.5846384763717651,1,1,3,3,4,0.35016644,0.486357569694519,0.19714698,0,1,0,0,0,1,0,1
237-4,237,4,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,1,3,0.10187261,0.486357569694519,0.06642526,0,1,0,0,0,1,0,1
237-5,237,5,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,2,3,0.15900066,0.486357569694519,0.07989341,0,1,0,0,0,1,0,1
237-6,237,6,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,1,2,0.10230434,0.486357569694519,0.062080696,0,1,0,0,0,1,0,1
237-7,237,7,1,0,0,0.5846384763717651,0.5846384763717651,1,1,4,2,2,0.24766524,0.486357569694519,0.12634206,0,1,0,0,0,1,0,1
237-8,237,8,1,0,0,0.5846384763717651,0.5846384763717651,1,1,3,2,2,0.12506315,0.486357569694519,0.07065984,0,1,0,0,0,1,0,1
237-9,237,9,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,1,4,0.38441953,0.486357569694519,0.1833334,0,1,0,0,0,1,0,1
237-10,237,10,1,0,0,0.5846384763717651,0.5846384763717651,1,1,4,2,4,0.044272203,0.486357569694519,0.034783598,0,1,0,0,0,1,0,1
237-11,237,11,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,2,4,0.2314719,0.486357569694519,0.12347215,0,1,0,0,0,1,0,1
237-12,237,12,1,0,0,0.5846384763717651,0.5846384763717651,1,1,5,2,4,0.15808354,0.486357569694519,0.096764624,0,1,0,0,0,1,0,1
238-0,238,0,2,1,1,0.9910532729700208,0.0089467270299792,0,1,3,4,4,0.65489674,0.4492360949516296,0.54188466,0,1,1,1,1,0,1,1
238-1,238,1,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,2,4,0.031399887,0.4492360949516296,0.017803915,0,0,0,0,1,1,1,1
238-2,238,2,2,1,1,0.9910532729700208,0.0089467270299792,0,1,3,3,4,0.86195403,0.4492360949516296,0.7430363,0,1,1,1,1,0,1,1
238-3,238,3,2,0,0,0.0089467270299792,0.0089467270299792,0,0,3,3,4,0.07036175,0.4492360949516296,0.027547255,0,0,0,0,1,1,1,1
238-4,238,4,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,4,3,0.01160355,0.4492360949516296,0.007486928,0,0,0,0,1,1,1,1
238-5,238,5,2,1,1,0.9910532729700208,0.0089467270299792,0,1,4,3,3,0.54679173,0.4492360949516296,0.4840984,0,1,1,0,1,0,1,1
238-6,238,6,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,3,2,0.009367729,0.4492360949516296,0.0046036686,0,0,0,0,1,1,1,1
238-7,238,7,2,0,0,0.0089467270299792,0.0089467270299792,0,0,2,3,2,0.01717147,0.4492360949516296,0.01001959,0,0,0,0,1,1,1,1
238-8,238,8,2,0,0,0.0089467270299792,0.0089467270299792,0,0,3,3,2,0.06808972,0.4492360949516296,0.026920896,0,0,0,0,1,1,1,1
238-9,238,9,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,3,4,0.05946843,0.4492360949516296,0.026326448,0,0,0,0,1,1,1,1
238-10,238,10,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,1,4,0.004865951,0.4492360949516296,0.003014402,0,0,0,0,1,1,1,1
238-11,238,11,2,0,0,0.0089467270299792,0.0089467270299792,0,0,5,2,4,0.0049859234,0.4492360949516296,0.0027153548,0,0,0,0,1,1,1,1
238-12,238,12,2,0,0,0.0089467270299792,0.0089467270299792,0,0,4,3,4,0.018968066,0.4492360949516296,0.008812363,0,0,0,0,1,1,1,1
239-0,239,0,4,1,1,0.4856132864952087,0.5143867135047913,1,0,3,3,4,0.14730278,0.5368138551712036,0.059860677,0,0,0,0,0,0,0,0
239-1,239,1,4,1,1,0.4856132864952087,0.5143867135047913,1,0,4,3,4,0.18565089,0.5368138551712036,0.0715603,0,0,0,0,0,0,0,0
239-2,239,2,4,1,1,0.4856132864952087,0.5143867135047913,1,0,5,3,4,0.38592565,0.5368138551712036,0.13510355,0,0,0,0,0,0,0,0
239-3,239,3,4,1,1,0.4856132864952087,0.5143867135047913,1,0,3,3,4,0.32198593,0.5368138551712036,0.11673871,0,0,0,0,0,0,0,0
239-4,239,4,4,0,0,0.5143867135047913,0.5143867135047913,1,1,5,2,3,0.04428441,0.5368138551712036,0.022588948,0,1,0,0,0,1,0,1
239-5,239,5,4,0,0,0.5143867135047913,0.5143867135047913,1,1,3,4,3,0.093346275,0.5368138551712036,0.041858587,0,1,0,0,0,1,0,1
239-6,239,6,4,1,1,0.4856132864952087,0.5143867135047913,1,0,5,3,2,0.102743566,0.5368138551712036,0.044558775,0,0,0,0,0,0,0,0
239-7,239,7,4,0,0,0.5143867135047913,0.5143867135047913,1,1,3,3,2,0.18127044,0.5368138551712036,0.080218755,0,1,0,0,0,1,0,1
239-8,239,8,4,0,0,0.5143867135047913,0.5143867135047913,1,1,3,3,2,0.25413564,0.5368138551712036,0.11159637,0,1,0,0,0,1,0,1
239-9,239,9,4,0,0,0.5143867135047913,0.5143867135047913,1,1,4,3,4,0.35571036,0.5368138551712036,0.14189385,0,1,0,0,0,1,0,1
239-10,239,10,4,0,0,0.5143867135047913,0.5143867135047913,1,1,4,2,4,0.038618144,0.5368138551712036,0.018455012,0,1,0,0,0,1,0,1
239-11,239,11,4,1,1,0.4856132864952087,0.5143867135047913,1,0,5,3,4,0.13893853,0.5368138551712036,0.063409165,0,0,0,0,0,0,0,0
239-12,239,12,4,1,1,0.4856132864952087,0.5143867135047913,1,0,2,3,4,0.1992516,0.5368138551712036,0.087273054,0,0,0,0,0,0,0,0
240-0,240,0,1,0,0,0.8015216588973999,0.8015216588973999,1,1,4,2,4,0.39140937,0.486357569694519,0.1737796,0,1,0,0,0,1,0,1
240-1,240,1,1,0,0,0.8015216588973999,0.8015216588973999,1,1,5,2,4,0.34226164,0.486357569694519,0.1337079,0,1,0,0,0,1,0,1
240-2,240,2,1,0,0,0.8015216588973999,0.8015216588973999,1,1,4,3,4,0.24524984,0.486357569694519,0.106324255,0,1,0,0,0,1,0,1
240-3,240,3,1,0,0,0.8015216588973999,0.8015216588973999,1,1,3,3,4,0.29611805,0.486357569694519,0.13722096,0,1,0,0,0,1,0,1
240-4,240,4,1,0,0,0.8015216588973999,0.8015216588973999,1,1,5,1,3,0.08136943,0.486357569694519,0.04376627,0,1,0,0,0,1,0,1
240-5,240,5,1,0,0,0.8015216588973999,0.8015216588973999,1,1,5,2,3,0.1261485,0.486357569694519,0.051119212,0,1,0,0,0,1,0,1
240-6,240,6,1,0,0,0.8015216588973999,0.8015216588973999,1,1,4,2,2,0.10513023,0.486357569694519,0.048892736,0,1,0,0,0,1,0,1
240-7,240,7,1,0,0,0.8015216588973999,0.8015216588973999,1,1,3,3,2,0.2377106,0.486357569694519,0.09768416,0,1,0,0,0,1,0,1
240-8,240,8,1,0,0,0.8015216588973999,0.8015216588973999,1,1,3,3,2,0.113090426,0.486357569694519,0.051758222,0,1,0,0,0,1,0,1
240-9,240,9,1,0,0,0.8015216588973999,0.8015216588973999,1,1,5,1,4,0.33136907,0.486357569694519,0.12801209,0,1,0,0,0,1,0,1
240-10,240,10,1,0,0,0.8015216588973999,0.8015216588973999,1,1,4,2,4,0.03677873,0.486357569694519,0.02312682,0,1,0,0,0,1,0,1
240-11,240,11,1,0,0,0.8015216588973999,0.8015216588973999,1,1,5,2,4,0.19018933,0.486357569694519,0.08288645,0,1,0,0,0,1,0,1
240-12,240,12,1,0,0,0.8015216588973999,0.8015216588973999,1,1,4,2,4,0.15509805,0.486357569694519,0.07526352,0,1,0,0,0,1,0,1
241-0,241,0,5,1,0,0.0040547251701356,0.9959452748298644,1,0,3,3,4,0.050462145,0.372329980134964,0.02439088,1,0,0,0,1,1,1,1
241-1,241,1,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,4,4,0.099199995,0.372329980134964,0.04413399,1,0,0,0,1,1,1,1
241-2,241,2,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,3,4,0.017522719,0.372329980134964,0.012826164,1,0,0,0,1,1,1,1
241-3,241,3,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,3,4,0.09133531,0.372329980134964,0.060371824,1,0,0,0,1,1,1,1
241-4,241,4,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,3,3,0.034777954,0.372329980134964,0.02549577,1,0,0,0,1,1,1,1
241-5,241,5,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,3,3,0.009351759,0.372329980134964,0.0071266936,1,0,0,0,1,1,1,1
241-6,241,6,5,1,0,0.0040547251701356,0.9959452748298644,1,0,4,3,2,0.13251634,0.372329980134964,0.07079515,1,0,0,0,1,1,1,1
241-7,241,7,5,1,0,0.0040547251701356,0.9959452748298644,1,0,2,3,2,0.0964079,0.372329980134964,0.044154413,1,0,0,0,1,1,1,1
241-8,241,8,5,1,0,0.0040547251701356,0.9959452748298644,1,0,3,3,2,0.047803763,0.372329980134964,0.017366841,1,0,0,0,1,1,1,1
241-9,241,9,5,1,0,0.0040547251701356,0.9959452748298644,1,0,5,3,4,0.08984555,0.372329980134964,0.042137653,1,0,0,0,1,1,1,1
241-10,241,10,5,1,0,0.0040547251701356,0.9959452748298644,1,0,3,3,4,0.011325356,0.372329980134964,0.009347744,1,0,0,0,1,1,1,1
241-11,241,11,5,1,0,0.0040547251701356,0.9959452748298644,1,0,5,2,4,0.016055409,0.372329980134964,0.011861211,1,0,0,0,1,1,1,1
241-12,241,12,5,1,0,0.0040547251701356,0.9959452748298644,1,0,5,4,4,0.06826439,0.372329980134964,0.031785473,1,0,0,0,1,1,1,1
242-0,242,0,5,1,0,0.9907667525112628,0.0092332474887371,0,1,5,1,4,0.28026935,0.372329980134964,0.23118241,1,1,0,0,0,1,0,1
242-1,242,1,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,4,4,0.63910836,0.372329980134964,0.46527454,1,1,1,0,0,1,0,0
242-2,242,2,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,3,4,0.24651755,0.372329980134964,0.18645345,1,1,0,0,0,1,0,1
242-3,242,3,5,1,0,0.9907667525112628,0.0092332474887371,0,1,3,3,4,0.66313255,0.372329980134964,0.62382865,1,1,1,1,0,1,0,0
242-4,242,4,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,3,3,0.4152097,0.372329980134964,0.36720762,1,1,0,0,0,1,0,1
242-5,242,5,5,0,1,0.0092332474887371,0.0092332474887371,0,0,3,3,3,0.004815542,0.372329980134964,0.003969505,1,0,0,0,0,0,0,0
242-6,242,6,5,1,0,0.9907667525112628,0.0092332474887371,0,1,3,4,2,0.7539461,0.372329980134964,0.6255395,1,1,1,1,0,1,0,0
242-7,242,7,5,1,0,0.9907667525112628,0.0092332474887371,0,1,2,3,2,0.73886627,0.372329980134964,0.5618513,1,1,1,1,0,1,0,0
242-8,242,8,5,1,0,0.9907667525112628,0.0092332474887371,0,1,3,3,2,0.4301697,0.372329980134964,0.23964915,1,1,0,0,0,1,0,1
242-9,242,9,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,4,4,0.64407486,0.372329980134964,0.47301129,1,1,1,0,0,1,0,0
242-10,242,10,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,3,4,0.02999972,0.372329980134964,0.04790677,1,1,0,0,0,1,0,1
242-11,242,11,5,1,0,0.9907667525112628,0.0092332474887371,0,1,5,2,4,0.19889152,0.372329980134964,0.14923581,1,1,0,0,0,1,0,1
242-12,242,12,5,1,0,0.9907667525112628,0.0092332474887371,0,1,4,3,4,0.5251691,0.372329980134964,0.3353341,1,1,1,0,0,1,0,0
243-0,243,0,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,2,4,0.26548108,0.372329980134964,0.20901258,1,1,0,0,0,1,0,1
243-1,243,1,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,4,4,0.54784936,0.372329980134964,0.373872,1,1,1,0,0,1,0,0
243-2,243,2,5,1,0,0.9581394717097284,0.0418605282902717,0,1,3,4,4,0.21978454,0.372329980134964,0.173055,1,1,0,0,0,1,0,1
243-3,243,3,5,1,0,0.9581394717097284,0.0418605282902717,0,1,3,3,4,0.5792503,0.372329980134964,0.53581196,1,1,1,1,0,1,0,0
243-4,243,4,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,4,3,0.332546,0.372329980134964,0.295998,1,1,0,0,0,1,0,1
243-5,243,5,5,1,0,0.9581394717097284,0.0418605282902717,0,1,3,4,3,0.029397724,0.372329980134964,0.04992929,1,1,0,0,0,1,0,1
243-6,243,6,5,0,1,0.0418605282902717,0.0418605282902717,0,0,4,3,2,0.10979805,0.372329980134964,0.053114448,1,0,0,0,0,0,0,0
243-7,243,7,5,1,0,0.9581394717097284,0.0418605282902717,0,1,3,3,2,0.6017194,0.372329980134964,0.38857365,1,1,1,0,0,1,0,0
243-8,243,8,5,1,0,0.9581394717097284,0.0418605282902717,0,1,3,3,2,0.34967026,0.372329980134964,0.18879391,1,1,0,0,0,1,0,1
243-9,243,9,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,4,4,0.55319375,0.372329980134964,0.3811723,1,1,1,0,0,1,0,0
243-10,243,10,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,3,4,0.021470446,0.372329980134964,0.035868853,1,1,0,0,0,1,0,1
243-11,243,11,5,1,0,0.9581394717097284,0.0418605282902717,0,1,5,2,4,0.14617735,0.372329980134964,0.10229159,1,1,0,0,0,1,0,1
243-12,243,12,5,1,0,0.9581394717097284,0.0418605282902717,0,1,4,3,4,0.4344157,0.372329980134964,0.2658965,1,1,0,0,0,1,0,1
244-0,244,0,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,1,4,0.34508574,0.486357569694519,0.16576199,0,0,0,0,1,1,1,1
244-1,244,1,1,1,1,0.7306589186191559,0.2693410813808441,0,1,3,4,4,0.6151339,0.486357569694519,0.3741773,0,1,1,0,1,0,1,1
244-2,244,2,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,3,4,0.22105022,0.486357569694519,0.10895905,0,0,0,0,1,1,1,1
244-3,244,3,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,2,4,0.24118777,0.486357569694519,0.11407638,0,0,0,0,1,1,1,1
244-4,244,4,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,4,3,0.08192076,0.486357569694519,0.046755776,0,0,0,0,1,1,1,1
244-5,244,5,1,0,0,0.2693410813808441,0.2693410813808441,0,0,5,2,3,0.108688846,0.486357569694519,0.052180104,0,0,0,0,1,1,1,1
244-6,244,6,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,3,2,0.12515326,0.486357569694519,0.051967453,0,0,0,0,1,1,1,1
244-7,244,7,1,0,0,0.2693410813808441,0.2693410813808441,0,0,3,2,2,0.18267457,0.486357569694519,0.08835475,0,0,0,0,1,1,1,1
244-8,244,8,1,0,0,0.2693410813808441,0.2693410813808441,0,0,3,3,2,0.11492909,0.486357569694519,0.04884022,0,0,0,0,1,1,1,1
244-9,244,9,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,2,4,0.34407386,0.486357569694519,0.14953683,0,0,0,0,1,1,1,1
244-10,244,10,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,1,4,0.055224508,0.486357569694519,0.032304578,0,0,0,0,1,1,1,1
244-11,244,11,1,0,0,0.2693410813808441,0.2693410813808441,0,0,5,2,4,0.16721135,0.486357569694519,0.08254139,0,0,0,0,1,1,1,1
244-12,244,12,1,0,0,0.2693410813808441,0.2693410813808441,0,0,4,2,4,0.16734962,0.486357569694519,0.078857556,0,0,0,0,1,1,1,1
245-0,245,0,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,3,4,0.06935863,0.372329980134964,0.028590858,1,1,0,0,1,0,1,0
245-1,245,1,5,0,1,0.5019106268882751,0.5019106268882751,1,1,3,4,4,0.22982055,0.372329980134964,0.083226405,1,1,0,0,1,0,1,0
245-2,245,2,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,3,4,0.039372258,0.372329980134964,0.018570378,1,1,0,0,1,0,1,0
245-3,245,3,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,3,4,0.17887215,0.372329980134964,0.090250626,1,1,0,0,1,0,1,0
245-4,245,4,5,1,0,0.4980893731117248,0.5019106268882751,1,0,5,4,3,0.03788806,0.372329980134964,0.017380616,1,0,0,0,1,1,1,1
245-5,245,5,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,2,3,0.009704425,0.372329980134964,0.006147501,1,1,0,0,1,0,1,0
245-6,245,6,5,1,0,0.4980893731117248,0.5019106268882751,1,0,5,4,2,0.091251336,0.372329980134964,0.047135197,1,0,0,0,1,1,1,1
245-7,245,7,5,1,0,0.4980893731117248,0.5019106268882751,1,0,3,3,2,0.11675332,0.372329980134964,0.03945577,1,0,0,0,1,1,1,1
245-8,245,8,5,0,1,0.5019106268882751,0.5019106268882751,1,1,3,3,2,0.06175011,0.372329980134964,0.01848712,1,1,0,0,1,0,1,0
245-9,245,9,5,1,0,0.4980893731117248,0.5019106268882751,1,0,4,4,4,0.14194232,0.372329980134964,0.04753181,1,0,0,0,1,1,1,1
245-10,245,10,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,3,4,0.007686647,0.372329980134964,0.007575051,1,1,0,0,1,0,1,0
245-11,245,11,5,1,0,0.4980893731117248,0.5019106268882751,1,0,5,2,4,0.021473927,0.372329980134964,0.008796001,1,0,0,0,1,1,1,1
245-12,245,12,5,0,1,0.5019106268882751,0.5019106268882751,1,1,4,3,4,0.10151736,0.372329980134964,0.03803046,1,1,0,0,1,0,1,0
